"","job_title","Company","Salary"
"8337","Pharmacist","Senior Lifestyle Corporation",53000
"8338","Pharmacist","Brookdale",NA
"8339","Pharmacist","HCR ManorCare",47023.1
"8340","Pharmacist","Sava Senior Care",54044.94
"8341","Pharmacist","Life Care Centers of America",NA
"8342","Pharmacist","Midwest Dental",44172.22
"8343","Pharmacist","Surgical Care Affiliates",55248.87
"8344","Pharmacist","Brookdale Living Communities, Inc.",52000
"8345","Pharmacist","Genesis HealthCare",59993.84
"8346","Pharmacist","Affinity Group, Inc.",47932.34
"8347","Pharmacist","H&R Block",NA
"8348","Pharmacist","Medical Facilities of America, Inc.",49000
"8349","Pharmacist","Amedysis",49428.05
"8350","Pharmacist","Amedisys Home Health Care",65000
"8351","Pharmacist","Brightview Senior Living",57000
"8352","Pharmacist","Five Star Quality Care, Inc.",53457.94
"8353","Pharmacist","Enlivant",32000
"8354","Pharmacist","Signature Healthcare, LLC",52000
"8355","Pharmacist","Presence Health",NA
"8356","Pharmacist","Prestige Care, Inc.",NA
"8357","Pharmacist","Sunrise Senior Living, Inc.",NA
"8358","Pharmacist","State Farm Insurance Company",NA
"8359","Pharmacist","RHA Health Services, Inc.",47916.67
"8360","Pharmacist","Holiday Retirement Corporation",NA
"8361","Pharmacist","Kindred Healthcare",35400
"8362","Pharmacist","Traditions Management",NA
"8363","Pharmacist","Trilogy Health Services, LLC",45829.5
"8364","Pharmacist","United Surgical Partners Inc.",47500
"8365","Pharmacist","Yakima Urology Associates",NA
"8366","Pharmacist","Golden LivingCenters",NA
"8367","Pharmacist","American Senior Communities, Inc.",50000
"8368","Pharmacist","Capital Senior Living Corporation",NA
"8369","Pharmacist","Consulate Health Care",42100
"8370","Pharmacist","Diversicare",NA
"8371","Pharmacist","Silverado Senior Living",55270.05
"8372","Pharmacist","Life Care Services LLC",51918.5
"8373","Pharmacist","First Baptist Church",38484.5
"8374","Pharmacist","UnitedHealth Group",17.81
"8375","Pharmacist","Emory Healthcare",16.89
"8376","Pharmacist","Swedish Medical Center",19.81
"8377","Pharmacist","Kindred Healthcare",17.15
"8378","Pharmacist","Hearusa Inc",14.62
"8379","Pharmacist","Bright Now! Dental Inc.",13.66
"8380","Pharmacist","Miracle Ear",12
"8381","Pharmacist","Providence Medical Group",17.27
"8382","Pharmacist","Beltone Hearing Center",11.5
"8383","Pharmacist","Avada Audiology",12.48
"8384","Pharmacist","Comtrea Inc",15.35
"8385","Pharmacist","Connect Hearing",17.29
"8386","Pharmacist","Home Instead Senior Home Care",19
"8387","Pharmacist","Kaiser Permanente",23.94
"8388","Pharmacist","HCR ManorCare",NA
"8389","Pharmacist","Hearing Life",14
"8390","Pharmacist","Sonus",15.29
"8391","Pharmacist","Sunrise Senior Living, Inc.",NA
"8392","Pharmacist","The Center for Women's Health",16.38
"8393","Pharmacist","United Healthcare Group",17.31
"8394","Pharmacist","Walgreen's Pharmacy",15.22
"8395","Pharmacist","Western Dental Services, Inc.",14.22
"8396","Pharmacist","Methodist Healthcare",30
"8397","Pharmacist","Target Corporation",17.1
"8398","Pharmacist","Chick-Fil-A Inc",11.17
"8399","Pharmacist","Publix Super Markets Inc",13.59
"8400","Pharmacist","The Home Depot Inc.",12.94
"8401","Pharmacist","Wawa, Inc.",13.55
"8402","Pharmacist","Walgreen Co.",13.45
"8403","Pharmacist","UnitedHealth Group",18.19
"8404","Pharmacist","Food Lion, LLC",10.01
"8405","Pharmacist","IKEA",21.97
"8406","Pharmacist","Walmart.com",18.17
"8407","Pharmacist","Wal-Mart Stores, Inc",17.57
"8408","Pharmacist","Meijer, Inc.",16.31
"8409","Pharmacist","Circlek",11.11
"8410","Pharmacist","Cumberland Farms, Inc.",12.68
"8411","Pharmacist","American Express Co. (AMEX)",NA
"8412","Pharmacist","Burger King Corporation",9.32
"8413","Pharmacist","Walgreen's Pharmacy",13.67
"8414","Pharmacist","Whole Foods Market, Inc.",24.79
"8415","Pharmacist","Cabela's",14
"8416","Pharmacist","Amazon.com Inc",23
"8417","Pharmacist","Discover Financial Services LLC",NA
"8418","Pharmacist","Dunkin' Donuts",9.06
"8419","Pharmacist","Novitex Enterprise Solutions",16.21
"8420","Pharmacist","PetSmart Inc.",13.69
"8421","Pharmacist","Best Buy",13.06
"8422","Pharmacist","Tractor Supply Company",11.74
"8423","Pharmacist","Sam's Club",17.7
"8424","Pharmacist","Southwest Airlines Co",NA
"8425","Pharmacist","Spectrum",19.33
"8426","Pharmacist","State Farm Insurance Company",NA
"8427","Pharmacist","Sykes Enterprises, Incorporated",11.81
"8428","Pharmacist","Thermo Fisher Scientific, Inc.",24.86
"8429","Pharmacist","Planet Fitness",10.1
"8430","Pharmacist","Petco Animal Supplies, Inc.",11.75
"8431","Pharmacist","J.P. Morgan Chase & Co. (JPMCC)",NA
"8432","Pharmacist","Jack in the Box, Inc.",11.79
"8433","Pharmacist","Food Lion",9.74
"8434","Pharmacist","Concentrix Corporation",15
"8435","Pharmacist","Convergys Corporation",15.14
"8436","Pharmacist","Circle K Stores, Inc.",10.89
"8437","Pharmacist","Allstate",NA
"8438","Pharmacist","Bed Bath & Beyond Inc",11
"8439","Pharmacist","Charter Communications, Inc.",17.13
"8440","Pharmacist","Chase Bank",NA
"8441","Pharmacist","Winn-Dixie Stores, Inc.",9.73
"8442","Pharmacist","Yardi Systems, Inc.",NA
"8443","Pharmacist","YMCA",10
"8444","Pharmacist","Wegmans Food Markets",18.44
"8445","Pharmacist","Whataburger Restaurants Lp.",10.5
"8446","Pharmacist","DIRECTV, LLC.",NA
"8447","Pharmacist","Kwik Trip, Inc",12.15
"8448","Pharmacist","Abc Corp.",20.12
"8449","Pharmacist","Geese Police",NA
"8450","Pharmacist","Re/Max Real Estate",15
"8451","Pharmacist","Self-Employed",34.39
"8452","Pharmacist","A.B.S.",25
"8453","Pharmacist","Self-Employed",18.5
"8454","Pharmacist","Chase Bank",15.48
"8455","Pharmacist","U.S. Bank",14.48
"8456","Pharmacist","Wells Fargo Bank",15.4
"8457","Pharmacist","Wells Fargo & Co.",14.78
"8458","Pharmacist","J.P. Morgan Chase & Co. (JPMCC)",16.12
"8459","Pharmacist","BB&T Corp.",14.11
"8460","Pharmacist","The PNC Financial Services Group, Inc.",14.92
"8461","Pharmacist","Santander",14.95
"8462","Pharmacist","SunTrust Banks Inc.",16.61
"8463","Pharmacist","TD Bank, N.A.",15.55
"8464","Pharmacist","KeyBank",13.64
"8465","Pharmacist","Regions Bank",13.96
"8466","Pharmacist","TD Banknorth",15.24
"8467","Pharmacist","Bank of America Corp. (BOFA)",15.76
"8468","Pharmacist","First Financial Bank",11.42
"8469","Pharmacist","Citibank",15.86
"8470","Pharmacist","Chemical Bank",12.3
"8471","Pharmacist","Capital One Financial Corp",13.66
"8472","Pharmacist","Great Southern Bank",10.18
"8473","Pharmacist","Arvest Bank Group",11.18
"8474","Pharmacist","Fifth Third Bank (5/3 Bank)",11.5
"8475","Pharmacist","First National Bank",11.1
"8476","Pharmacist","Bank of The West",11.5
"8477","Pharmacist","BancorpSouth Bank",12.72
"8478","Pharmacist","First Interstate Bank",14
"8479","Pharmacist","First Citizens Bank",12.29
"8480","Pharmacist","Comerica Bank",17.49
"8481","Pharmacist","Prosperity Bank",13
"8482","Pharmacist","The Huntington National Bank",16
"8483","Pharmacist","WesBanco Bank, Inc.",12
"8484","Pharmacist","Virginia Credit Union",12.21
"8485","Pharmacist","TD Bank Financial Group",12.85
"8486","Pharmacist","TD Commerce Bank",12.75
"8487","Pharmacist","Union Bank",13.5
"8488","Pharmacist","M&T Bank Corp",11
"8489","Pharmacist","Fulton Bank",13.36
"8490","Pharmacist","Premier Banks",12.11
"8491","Pharmacist","State Bank",12
"8492","Pharmacist","Community Bank, N.A.",13.23
"8493","Pharmacist","First Bank",11.79
"8494","Pharmacist","Farmers and Merchants Bank",12.1
"8495","Pharmacist","First Community Bank",10.67
"8496","Pharmacist","Frost Bank",14.02
"8497","Pharmacist","Bank of America Corporation",13.75
"8498","Pharmacist","Bank of The Ozarks",11.5
"8499","Pharmacist","Bancfirst Corporation",12.14
"8500","Pharmacist","Ameris Bank",11.23
"8501","Pharmacist","Associated Bank Corp.",12.01
"8502","Pharmacist","Carter Bank and Trust",11.61
"8503","Pharmacist","Centennial Bank",10.33
"8504","Pharmacist","BBVA Compass",16.7
"8505","Pharmacist","Citizens Financial Group, Inc.",11.11
"8506","Pharmacist","Banco Santander",12.08
"8507","Pharmacist","First National Bank of Pennsylvania",11.86
"8508","Pharmacist","Capital Bank",12.94
"8509","Pharmacist","First Bank and Trust Co.",10.23
"8510","Pharmacist","Community Trust Bank",9.24
"8511","Pharmacist","Community Bank",12.48
"8512","Pharmacist","TCF Bank",10.57
"8513","Pharmacist","Huntington Bancshares Inc",15.13
"8514","Pharmacist","Lindell Bank",12
"8515","Pharmacist","Union Bank and Trust Company",11.66
"8516","Pharmacist","United Bank",11.5
"8517","Pharmacist","Woodforest National Bank",12.59
"8518","Pharmacist","Woodforest",11.98
"8519","Pharmacist","Peoples Bank",15
"8520","Pharmacist","Regions Financial Corporation",11.73
"8521","Pharmacist","BMO Financial Group",11.72
"8522","Pharmacist","People's United Bank",13.89
"8523","Pharmacist","Pinnacle Bank",11
"8524","Pharmacist","First Premier Bank",10
"8525","Pharmacist","Marriott International, Inc.",12.75
"8526","Pharmacist","Best Western International, Inc.",10.8
"8527","Pharmacist","Hampton Inn",10.3
"8528","Pharmacist","Days Inn",8.85
"8529","Pharmacist","YMCA",8.84
"8530","Pharmacist","Planet Fitness",10
"8531","Pharmacist","Massage Envy",10.74
"8532","Pharmacist","Holiday Inn Express",11
"8533","Pharmacist","LA Fitness",9.79
"8534","Pharmacist","La Quinta Inns & Suites",9.83
"8535","Pharmacist","Super 8 Motels Worldwide, Inc.",9.06
"8536","Pharmacist","Courtyard by Marriott",11.61
"8537","Pharmacist","Holiday Inn",10
"8538","Pharmacist","Comfort Inn and Suites",8.28
"8539","Pharmacist","Country Inn & Suites By Carlson",9.5
"8540","Pharmacist","Quality Inn & Suites",8.84
"8541","Pharmacist","Re/Max Real Estate",12.48
"8542","Pharmacist","Massage Elements",12.24
"8543","Pharmacist","Coldwell Banker",10.5
"8544","Pharmacist","Skelly and Loy, Inc.",NA
"8545","Pharmacist","MedExpress",12.84
"8546","Pharmacist","WellStar Health System",13.23
"8547","Pharmacist","Dignity Health",19.56
"8548","Pharmacist","Ascension Health",12.32
"8549","Pharmacist","BayCare",14.03
"8550","Pharmacist","Carilion Clinic",12.85
"8551","Pharmacist","Cone Health",13.54
"8552","Pharmacist","Baptist Health",12.48
"8553","Pharmacist","Banner Health",14.09
"8554","Pharmacist","Dr. B",14.75
"8555","Pharmacist","Crowe Horwath LLP",68257.69
"8556","Pharmacist","ITS Holdings",76302.36
"8557","Pharmacist","NCR Corp",81983.44
"8558","Pharmacist","Noco Energy Corp.",76729.64
"8559","Pharmacist","Behavioral Health Group",59000
"8560","Pharmacist","McAloon & Friedman",83000
"8561","Pharmacist","Cintas Corporation",16.76
"8562","Pharmacist","Martin Brothers",16.72
"8563","Pharmacist","UnitedHealth Group",15.83
"8564","Pharmacist","Napa Auto Parts Company",12.74
"8565","Pharmacist","Conifer Health Solutions",15.76
"8566","Pharmacist","Mercy Hospital",13.01
"8567","Pharmacist","Ascension Health",15.75
"8568","Pharmacist","Sanford Health",13.26
"8569","Pharmacist","Emory Healthcare",15.08
"8570","Pharmacist","UT Physicians",15.8
"8571","Pharmacist","St. Luke's Hospital",15.67
"8572","Pharmacist","Ochsner Medical Center",13.52
"8573","Pharmacist","Our Lady of The Lake Hospital",12.64
"8574","Pharmacist","Memorial Hermann Healthcare System",19.25
"8575","Pharmacist","Northside Hospital",15.23
"8576","Pharmacist","Ochsner",13.21
"8577","Pharmacist","UC Health",16.42
"8578","Pharmacist","UCHealth",18.31
"8579","Pharmacist","St Joseph Healthcare",14.89
"8580","Pharmacist","VCU Health Systems",12.97
"8581","Pharmacist","University of Miami Hospital",16.54
"8582","Pharmacist","Memorial Hermann Hospital",15.69
"8583","Pharmacist","Kaiser Permanente",19.65
"8584","Pharmacist","Lexington Medical Center",12.71
"8585","Pharmacist","Nationwide Children's Hospital",14.64
"8586","Pharmacist","PeaceHealth",19
"8587","Pharmacist","R1 RCM",14.88
"8588","Pharmacist","Rady Children's Hospital Foundation",19.5
"8589","Pharmacist","First Choice Emergency Room",15.71
"8590","Pharmacist","Geisinger Health Systems",14.74
"8591","Pharmacist","Geisinger Medical Center",15.35
"8592","Pharmacist","Baptist Health",15.56
"8593","Pharmacist","BJC HealthCare",14.17
"8594","Pharmacist","St. Francis Hospital",12.24
"8595","Pharmacist","University Hospital of Cleveland",16.89
"8596","Pharmacist","Summa Health System",13.8
"8597","Pharmacist","Adventist Health",18.66
"8598","Pharmacist","Vidant Health",14.67
"8599","Pharmacist","WellStar Health System",16.91
"8600","Pharmacist","Banner Health",16.72
"8601","Pharmacist","Franciscan Medical Group",17.69
"8602","Pharmacist","Florida Hospital",15.24
"8603","Pharmacist","M. D. Anderson Cancer Center",16
"8604","Pharmacist","SSM Health Care",14.48
"8605","Pharmacist","Piedmont Healthcare",14.15
"8606","Pharmacist","Florida Hospital ,Orlando Florida",15.07
"8607","Pharmacist","Franciscan Alliance, Inc.",14.66
"8608","Pharmacist","Frye Regional Medical Center",14.39
"8609","Pharmacist","John Muir Health",23.72
"8610","Pharmacist","Baptist Hospital",13.35
"8611","Pharmacist","BayCare",16.95
"8612","Pharmacist","Catholic Health Initiatives",15.98
"8613","Pharmacist","Cedars-Sinai Medical Center",24.23
"8614","Pharmacist","Christus",12.56
"8615","Pharmacist","St. Luke's Health System",12.97
"8616","Pharmacist","University of Miami (UM)",15.14
"8617","Pharmacist","Navy Federal Credit Union",17.84
"8618","Pharmacist","Planet Fitness",10.05
"8619","Pharmacist","Sam's Club",11.25
"8620","Pharmacist","Chick-Fil-A Inc",9.11
"8621","Pharmacist","Burger King Corporation",8.88
"8622","Pharmacist","YMCA",11.46
"8623","Pharmacist","Molina Healthcare, Inc.",15.27
"8624","Pharmacist","McDonald's Corporation",8.88
"8625","Pharmacist","Dunkin' Donuts",8.73
"8626","Pharmacist","BJ's Wholesale Club",12.06
"8627","Pharmacist","Federal Credit Union",15.48
"8628","Pharmacist","McDonald's Restaurants Ltd.",9.63
"8629","Pharmacist","State Farm Insurance Company",13.76
"8630","Pharmacist","Target Corporation",12.77
"8631","Pharmacist","Tractor Supply Company",10.62
"8632","Pharmacist","Macdonalds",10.74
"8633","Pharmacist","New England Federal Credit Union",15.58
"8634","Pharmacist","Digital Federal Credit Union",18.86
"8635","Pharmacist","Wendy's International, Inc.",9.14
"8636","Pharmacist","Unitus Community Credit Union",17.84
"8637","Pharmacist","Usaa Insurance",17.93
"8638","Pharmacist","Anthem",15.79
"8639","Pharmacist","Trader Joe's Company",17
"8640","Pharmacist","SunCoast Schools Federal Credit Union",17.92
"8641","Pharmacist","Taco Bell Corporation",8.31
"8642","Pharmacist","Truliant Federal Credit Union",13.3
"8643","Pharmacist","UnitedHealth Group",15.74
"8644","Pharmacist","Oceanside Christopher FCU",NA
"8645","Pharmacist","Pentagon Federal Credit Union",14.96
"8646","Pharmacist","Chipotle Mexican Grill, Inc.",11.5
"8647","Pharmacist","1st Advantage Federal Credit Union",19.99
"8648","Pharmacist","Achieva Credit Union",15.53
"8649","Pharmacist","Aetna, Inc.",17.49
"8650","Pharmacist","Alaska Usa Federal Credit Union",13.98
"8651","Pharmacist","Fairwinds Credit Union",13.68
"8652","Pharmacist","Kaiser Permanente",22.4
"8653","Pharmacist","Lake Michigan Credit Union",16.59
"8654","Pharmacist","Lending Club",21.36
"8655","Pharmacist","Whataburger Restaurants Lp.",10
"8656","Pharmacist","Costco Wholesale Company",19
"8657","Pharmacist","Kohler Credit Union",14.74
"8658","Pharmacist","Wells Fargo Bank",20.16
"8659","Pharmacist","Parallon Business Solutions",15.27
"8660","Pharmacist","J.P. Morgan Chase & Co. (JPMCC)",18.53
"8661","Pharmacist","Republic Services Inc",18.45
"8662","Pharmacist","Chase Bank",19.28
"8663","Pharmacist","Bank of America Corp. (BOFA)",19.89
"8664","Pharmacist","American Red Cross Blood Services",18.92
"8665","Pharmacist","Citi Cards",16.37
"8666","Pharmacist","U.S. Bank",17.14
"8667","Pharmacist","Option Care, Inc",16.66
"8668","Pharmacist","XPO Logistics",17.89
"8669","Pharmacist","HCA, Inc.",17.83
"8670","Pharmacist","Ditech",19.06
"8671","Pharmacist","Discover Financial Services LLC",17.02
"8672","Pharmacist","Citibank",19.18
"8673","Pharmacist","The PNC Financial Services Group, Inc.",13.7
"8674","Pharmacist","Rotech Healthcare, Inc.",10.79
"8675","Pharmacist","Purdue University",14.78
"8676","Pharmacist","Rent-A-Center",13.43
"8677","Pharmacist","Conifer Health Solutions",15.68
"8678","Pharmacist","Martin Brothers",NA
"8679","Pharmacist","Navient Corporation",14.95
"8680","Pharmacist","Wells Fargo Financial",18.78
"8681","Pharmacist","KeyBank",18.54
"8682","Pharmacist","American Red Cross",17.51
"8683","Pharmacist","Meijer, Inc.",17.97
"8684","Pharmacist","Target Corporation",19.74
"8685","Pharmacist","Big Lots Stores, Inc.",12.34
"8686","Pharmacist","Hannaford Supermarkets",12.97
"8687","Pharmacist","Wegmans Food Markets",17.38
"8688","Pharmacist","Centene Corporation",20.72
"8689","Pharmacist","Memorial Sloan Kettering Cancer Center",23.58
"8690","Pharmacist","UnitedHealth Group",28
"8691","Pharmacist","Valley Cities Counseling and Consultation",19.1
"8692","Pharmacist","Wellcare Health Plans, Inc.",17.16
"8693","Pharmacist","Visiting Angels, Inc.",13.15
"8694","Pharmacist","Magellan Health",NA
"8695","Pharmacist","Comfort Keepers",18.33
"8696","Pharmacist","Home Instead Senior Home Care",16.5
"8697","Pharmacist","Humana, Inc.",20.49
"8698","Pharmacist","Meridian Health Plan",20.43
"8699","Pharmacist","Miami Children's Hospital",34.5
"8700","Pharmacist","Sidney & Lois Eskenazi Hospital",16.3
"8701","Pharmacist","Blue Cross and Blue Shield of Illinois, Inc. (BCBSIL)",NA
"8702","Pharmacist","Virginia Premier Health Plan, Inc.",NA
"8703","Pharmacist","Brookdale",16.16
"8704","Pharmacist","Catholic Charities",NA
"8705","Pharmacist","Kindred Healthcare",14.66
"8706","Pharmacist","DaVita Inc.",17.25
"8707","Pharmacist","Family Counseling Center, Inc",13.91
"8708","Pharmacist","Federation of Organizations",NA
"8709","Pharmacist","University of Illinois at Chicago",NA
"8710","Pharmacist","Northside Hospital",36.05
"8711","Pharmacist","Mhmra of Harris County",NA
"8712","Pharmacist","United Healthcare Group",23.95
"8713","Pharmacist","EY (Ernst & Young)",63249.19
"8714","Pharmacist","Booz, Allen, and Hamilton",76505.02
"8715","Pharmacist","American International Group, Inc. (AIG)",86500
"8716","Pharmacist","Citigroup, Inc.",86473.99
"8717","Pharmacist","Fidelity Investments",73500
"8718","Pharmacist","Amazon.com Inc",79496.86
"8719","Pharmacist","J.P. Morgan Chase & Co. (JPMCC)",90155.61
"8720","Pharmacist","Baxter International Inc",85489.26
"8721","Pharmacist","Ally Financial Inc.",68784.46
"8722","Pharmacist","Raytheon Co.",67912
"8723","Pharmacist","Schell Games",52757.39
"8724","Pharmacist","The Bank of New York Mellon Corporation (BNY Mellon)",75000
"8725","Pharmacist","20Th Century Fox",72000
"8726","Pharmacist","Citibank",76108.37
"8727","Pharmacist","Intuit Inc.",107500
"8728","Pharmacist","Colorado Mountain College",56000
"8729","Pharmacist","FedEx Freight",61645.27
"8730","Pharmacist","Kaiser Permanente",81000
"8731","Pharmacist","Amgen Corporation",74496.64
"8732","Pharmacist","Anonymous Company",76230.37
"8733","Pharmacist","The Gift of Life Donor Program",67867.65
"8734","Pharmacist","Ascension Health",18.93
"8735","Pharmacist","Northside Hospital",18.04
"8736","Pharmacist","Comprehensive ENT Center of Texas",17.25
"8737","Pharmacist","Tenet Healthcare Corporation",15.77
"8738","Pharmacist","HCA, Inc.",16.44
"8739","Pharmacist","WellStar Health System",16.7
"8740","Pharmacist","United Surgical Partners Inc.",19.12
"8741","Pharmacist","Urology Associates",15.72
"8742","Pharmacist","Sansum Clinic",25.5
"8743","Pharmacist","Skyway Surgery Center",18.56
"8744","Pharmacist","Centura Health",21.26
"8745","Pharmacist","Dignity Health",20.75
"8746","Pharmacist","Our Lady of The Lake Hospital",15.35
"8747","Pharmacist","Palo Alto Medical Foundation",25.17
"8748","Pharmacist","St. Luke's Hospital",16.11
"8749","Pharmacist","Rothman Institute",21.62
"8750","Pharmacist","San Joaquin Community Hospital",16.54
"8751","Pharmacist","Virginia Mason Medical Center",20.5
"8752","Pharmacist","Riverside Hospital",15
"8753","Pharmacist","U.S. Postal Service (USPS)",17.96
"8754","Pharmacist","City of Pleasantville",NA
"8755","Pharmacist","FCi Federal",13.37
"8756","Pharmacist","The Kroger Company",10.49
"8757","Pharmacist","State of Maryland (MD)",NA
"8758","Pharmacist","The Home Depot Inc.",16.5
"8759","Pharmacist","Farmers Insurance Group",15.4
"8760","Pharmacist","Wal-Mart Stores, Inc",15.68
"8761","Pharmacist","U.S. Army",44556.05
"8762","Pharmacist","U.S. Navy",47932.34
"8763","Pharmacist","Amazon.com Inc",NA
"8764","Pharmacist","Allyn International Services Inc.",45600.25
"8765","Pharmacist","Raytheon Co.",56933.73
"8766","Pharmacist","U.S. Marine Corps",45000
"8767","Pharmacist","U.S. Air Force (USAF)",53000
"8768","Pharmacist","The Boeing Company",71702.28
"8769","Pharmacist","Transplace, LLC",38204.94
"8770","Pharmacist","Hilti Corporation",60000
"8771","Pharmacist","CEVA Logistics Ltd.",43000
"8772","Pharmacist","Target Corporation",NA
"8773","Pharmacist","Seko Worldwide",NA
"8774","Pharmacist","United States Navy",38000
"8775","Pharmacist","Crowley Maritime Corporation",52995.51
"8776","Pharmacist","L-3 Communications",45827.97
"8777","Pharmacist","General Electric (GE) Aviation",49655.5
"8778","Pharmacist","XPO Logistics",NA
"8779","Pharmacist","Harbor Freight Tools",NA
"8780","Pharmacist","QED Systems",53457.94
"8781","Pharmacist","The Coca-Cola Company",57917.93
"8782","Pharmacist","General Electric Co (GE)",52000
"8783","Pharmacist","Aecom Corporation",55500
"8784","Pharmacist","Nordstrom, Inc.",NA
"8785","Pharmacist","Northrop Grumman Corporation",59000
"8786","Pharmacist","DHL",NA
"8787","Pharmacist","Ecolab, Inc.",50000
"8788","Pharmacist","Federal Emergency Management Agency (FEMA)",NA
"8789","Pharmacist","Genentech, Inc.",NA
"8790","Pharmacist","BMW Manufacturing Co., LLC",60162
"8791","Pharmacist","C. H. Robinson Worldwide, Inc.",42000
"8792","Pharmacist","CACI International Inc",52380.95
"8793","Pharmacist","General Atomics Aeronautical Systems, Inc",52380.95
"8794","Pharmacist","Cargill",49910.04
"8795","Pharmacist","Halliburton Energy Services",NA
"8796","Pharmacist","Office Depot, Inc.",NA
"8797","Pharmacist","DaVita Inc.",16
"8798","Pharmacist","Amity Foundation Inc.",19.81
"8799","Pharmacist","Conduent Inc.",12.75
"8800","Pharmacist","Phenomenex",17.5
"8801","Pharmacist","U.S. Internal Revenue Service (IRS)",17.49
"8802","Pharmacist","United Parcel Service (UPS), Inc.",15.72
"8803","Pharmacist","Forward Air Incorporated",15.5
"8804","Pharmacist","Republic Services Inc",18.16
"8805","Pharmacist","Sunbelt Rentals, Inc.",18.5
"8806","Pharmacist","United Parcel Service (UPS), Inc.",22.52
"8807","Pharmacist","The Kenan Advantage Group",NA
"8808","Pharmacist","Waste Management, Inc.",17.92
"8809","Pharmacist","Waste Connections, Inc.",16.48
"8810","Pharmacist","J.B. Hunt Transport, Inc.",14.75
"8811","Pharmacist","Leggett & Platt Inc",NA
"8812","Pharmacist","McLane Company, Inc.",NA
"8813","Pharmacist","National Express Ltd",13.08
"8814","Pharmacist","Oldcastle Apg",21.6
"8815","Pharmacist","Abc Trucking",NA
"8816","Pharmacist","Cemex, Inc.",15.95
"8817","Pharmacist","Eagle Transport Corporation",NA
"8818","Pharmacist","United Natural Foods, Inc.",17
"8819","Pharmacist","Swift Transportation Corporation",20.5
"8820","Pharmacist","Federal Express Corporation (FedEx)",22.89
"8821","Pharmacist","First Group",15
"8822","Pharmacist","First Student, Inc.",17.67
"8823","Pharmacist","XPO Logistics",15.79
"8824","Pharmacist","Estes Express Lines, Inc",17
"8825","Pharmacist","Coast To Coast",13.76
"8826","Pharmacist","Jones Lang LaSalle",59939.33
"8827","Pharmacist","PricewaterhouseCoopers",62857.14
"8828","Pharmacist","Wal-Mart Stores, Inc",NA
"8829","Pharmacist","CliftonLarsonAllen",55827.91
"8830","Pharmacist","Guggenheim Partners",50881.17
"8831","Pharmacist","KPMG, LLP",58146.01
"8832","Pharmacist","Preservation Management, Inc.",NA
"8833","Pharmacist","Packaging Corporation of America",45882.35
"8834","Pharmacist","Pen-Link, Ltd.",33963.31
"8835","Pharmacist","Service 800",NA
"8836","Pharmacist","Cummings Properties LLC",NA
"8837","Pharmacist","EY (Ernst & Young)",63615.14
"8838","Pharmacist","J.P. Morgan Chase & Co. (JPMCC)",60500
"8839","Pharmacist","Maine Center for Cancer Medicine",NA
"8840","Pharmacist","Navistar International Corporation",33690.81
"8841","Pharmacist","Olympic Steel Corp",NA
"8842","Pharmacist","Signature Flight Support",NA
"8843","Pharmacist","United Parcel Service (UPS), Inc.",NA
"8844","Pharmacist","University of Wyoming (UW)",28016
"8845","Pharmacist","Sam's Club",NA
"8846","Pharmacist","Cigna Corporation",42500
"8847","Pharmacist","PetSmart Inc.",NA
"8848","Pharmacist","AutoZone, Inc.",NA
"8849","Pharmacist","Paul Young",NA
"8850","Pharmacist","Cardinal Health, Inc.",76000
"8851","Pharmacist","Nordstrom, Inc.",52657.4
"8852","Pharmacist","WIS International",41995.25
"8853","Pharmacist","Sears Holdings Corporation",76302.36
"8854","Pharmacist","Criswell Chevrolet",NA
"8855","Pharmacist","Ingersoll- Rand Company",91000
"8856","Pharmacist","Petco Animal Supplies, Inc.",NA
"8857","Pharmacist","Barnes & Noble, Inc.",NA
"8858","Pharmacist","Ace Hardware Store",63055
"8859","Pharmacist","Animal ER",51495.15
"8860","Pharmacist","Wal-Mart Stores, Inc",NA
"8861","Pharmacist","Central City Concern",75925.93
"8862","Pharmacist","iHeartMedia, Inc",NA
"8863","Pharmacist","U.S. Silica Holdings",57500
"8864","Pharmacist","NBCUniversal Media LLC.",64496.12
"8865","Pharmacist","First United Bank",NA
"8866","Pharmacist","Hitachi America, Ltd.",67555.82
"8867","Pharmacist","FMC Corporation",60571.76
"8868","Pharmacist","Mount Carmel Health System",57562
"8869","Pharmacist","Indiana Farm Bureau Insurance",62167.69
"8870","Pharmacist","Academy Mortgage",61600
"8871","Pharmacist","Portfolio Recovery Associates",53457.94
"8872","Pharmacist","University of Delaware",59745.64
"8873","Pharmacist","Warner Music Group",71468.53
"8874","Pharmacist","Waste Management, Inc.",64516.43
"8875","Pharmacist","Sonora Quest Laboratories",68496.35
"8876","Pharmacist","Conduent Inc.",11.8
"8877","Pharmacist","Fidelity Investments",17.12
"8878","Pharmacist","Quest Diagnostics",16.25
"8879","Pharmacist","McLane Foodservice, Inc.",14.9
"8880","Pharmacist","Universal Health Services, Inc.",21.65
"8881","Pharmacist","Trilogy Health Services, LLC",16.27
"8882","Pharmacist","Resources for Human Development",19.81
"8883","Pharmacist","Nursing Home Group",28.25
"8884","Pharmacist","Park Industries",22.91
"8885","Pharmacist","Saber Healthcare",14.75
"8886","Pharmacist","Enterprise Holdings",NA
"8887","Pharmacist","Sertoma Centre, Inc",NA
"8888","Pharmacist","Perkins Eastman Architects P.C.",NA
"8889","Pharmacist","YMCA",17.48
"8890","Pharmacist","Hubbell Realty",NA
